,genre1,genre2,genre3,genre4,genre5,ids,language,overview,popularity,poster_path,release_date,release_year,title,vote_average
283,28,12,35,0,0,389053,en,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,1.746546,/pYzHflb8QgQszkR4Ku8mWrJAYfA.jpg,2016-05-27,2016,The Do-Over,5.6
284,28,27,878,0,0,397873,en,"After X-Corp, a radical weapons manufacturer, is taken over by a Cyber Virus, a group of survivors must fight to save humanity from the army of Machines the Virus now controls.",1.726233,/83hXrNOZTnEEhDnHorjDBowWvxd.jpg,2016-05-17,2016,Cyborg X,4.4
285,28,27,0,0,0,418588,en,"Some years ago, the world experienced a ""day of reckoning"" when creatures came up from below and purged humanity of evil…now, it is happening again.",1.725483,/c9vt8jQmFhUp1liXR2ERiCd4Xgr.jpg,2016-10-08,2016,Day of Reckoning,4.9
288,28,14,0,0,0,406429,zh,"During the reign of King Zhou (Tony Leung Ka-fai), an official enters his bedchamber, and is devoured by the monstrous tails of Daji (Fan Bingbing), his concubine. Outside their city, several warriors within a metal wagon discuss their strategies to free the Invisible People and their Chief, when Jiang Ziya (Jet Li) appears to them. He tells them that when King Zhou was younger, he let himself become possessed by the Black Dragon for his quest for power.",1.709779,/1ZmR8sNDVw3goJurVPAoPaJXFNW.jpg,2016-07-28,2016,League of Gods,4.9
289,878,28,0,0,0,406285,en,"Conflict and tension looms heavily across the broken remains of a distant, post-apocalyptic world. Controlled by a race of oppressive genetically-enhanced humans, the last natural-born humans have no choice but to bow down to their rule. The only alternative is to wander the vast wastelands surrounding the last habitable city, whilst relentlessly hunted by roaming pack of mutated monsters. Meanwhile, outside the towering walls of the citadel, aboard a massive hulking army tank, an uprising occurs amongst the natural-born crew. Their hope lies in the legend of the Republic of EZO: said to return aboard the last starship....",1.703605,/jZASQ15M6KUaRvHJhbUButeATDi.jpg,2016-07-11,2016,The Last Starship,3.1
290,28,12,53,37,0,362703,en,A young civil war veteran is forced on a desperate journey to save his kidnapped wife.,1.701553,/qHxDheAS78Uvn9GQUkS6erZhWs2.jpg,2016-01-08,2016,Diablo,4.2
295,28,0,0,0,0,421313,en,"A former US Federal Agent must abandon the witness protection program and come out of hiding when his London home is invaded in error due to a wrong address. When the event ends with multiple homicides, the news triggers those hunting him to send Europe's most dangerous assassin to kill him. Now on the run with his daughters life in jeopardy, a determined father must get her to safety before the people he's been hiding from tracks him down.",1.628602,/fZ18i2XGVWf3aJvqLhry5lGQaen.jpg,2016-12-01,2016,Eliminators,6.0
296,28,16,10751,0,0,377897,en,"Barbie and her best friends Teresa and Renee transform from hard-working gymnasts to undercover secret agents. When their amazing gymnastics skills catch the eye of a top-secret spy agency, the girls are soon following clues to a gem-stealing cat burglar, using high-tech gadgets, glam disguises and cute robo-pets to save the day.",1.619589,/wFBAbJIKJjhlbEmlraaUBzw64To.jpg,2016-01-15,2016,Barbie: Spy Squad,5.9
297,28,12,35,14,878,339116,en,"Six children genetically cross-bred with avian DNA, complete with wings, take flight around the country to discover their origins.",1.577629,/8j9MhnsdM8MB9wXjDWYRCIyR8i7.jpg,2016-09-30,2016,Maximum Ride,4.4
298,28,27,878,0,0,173897,en,"Picking up immediately after the events in Resident Evil: Retribution, Alice (Milla Jovovich) is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",1.570373,/7XlaaMzQUz5EqTY0m07hn3PbGu7.jpg,2016-12-23,2016,Resident Evil: The Final Chapter,6.0
299,28,27,0,0,0,395797,en,"The film follows John Crenshaw as he accompanies his girlfriend and her students on a weekend nature-photography expedition deep into the woods. What should be an educational and fun-filled weekend turns into horror as the group is besieged by an unspeakable evil - a horde of hideously disfigured, mutated humans with an insatiable taste for blood. As things go from bad to worse, Crenshaw becomes their only hope if they are going to get out alive.",1.555936,/cRCWjrtguXuD5nrA3D3Clnk0nYW.jpg,2016-05-06,2016,The Horde,4.8
300,28,16,10751,0,0,382512,en,"Earth, a shiny jewel floating in the blackness of space... and for the robot known as Brainiac, the last piece to capture for his collection of planets. Not if the Justice League has anything to say about it!",1.550757,/oBYcBn78CbM1doy3KF9An0soEAY.jpg,2016-03-01,2016,LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,5.2
301,28,12,14,0,0,381902,zh,"Taking place 500 years after the Havoc in Heaven, the Tang Priest is appointed by Buddha to go to the West to fetch the sacred scriptures, only to accidentally free the Monkey King. With Lady White (Gong Li) aiming to break up the team assembled to defeat her, the Monkey King must fight in order to save his world!",1.541262,/qezLMIOuAUIqbeMaNLrEUn7c3wJ.jpg,2016-01-22,2016,The Monkey King 2,5.8
302,28,10752,0,0,0,394223,en,"A Special Ops military Force, led by expert sniper Sergeant Jake Chandler, are sent to a remote Afghan village to extract an American congressman being held by the Taliban.",1.511397,/xOQwXYnnl5E5tTuGUTvCX3OIq2B.jpg,2016-04-03,2016,Sniper: Special Ops,4.5
303,28,12,18,0,0,360249,no,Year 1206. Norway is ravaged by civil war. The King's illegitimate son is guarded in deep secret. A boy that half of the kingdom wants to kill and two men will protect to the death. A boy named Earl Håkonsson. Birkebeiners is the story of the escape that changed Norway's history forever.,1.508992,/6ReVrfcWLYBN8xbI7vuPcljWT5G.jpg,2016-02-12,2016,The Last King,5.1
304,28,878,53,0,0,346651,en,"In the near future, a virus of epic proportions has overtaken the planet. There are more infected than uninfected, and humanity is losing its grip on survival. Its only hope is finding a cure and keeping the infected contained. Lauren is a doctor who, after the fall of New York, arrives in Los Angeles to lead the hunt for uncontaminated civilian survivors. But nothing can prepare her crack team for the blood-soaked mayhem they are about to witness as they head into the Californian mean streets where everything is considered a trap… From director John (THE SCRIBBLER) Suits, a boundary-crashing, game-changing science fiction thriller featuring non-stop action from a first person shooter perspective, putting the audience in the middle of every fight whilst feeling in control of every punch thrown and shot fired. Welcome to the new model of immersive action thriller for the hardcore video game generation.",1.497223,/o5Zt3nVlDJZLgeRgrhglgymDJym.jpg,2016-02-26,2016,Pandemic,4.3
305,28,878,0,0,0,401132,en,"Aliens invade, this time delivering a clear ultimatum. The fate of humanity hangs in the balance as the U.S. President and citizens decide if these aliens are to be trusted ...or feared.",1.476946,/5vrIMTTsXSoDJasyMmPIpge9rEt.jpg,2016-06-07,2016,Independents' Day,4.0
306,28,12,18,14,878,449390,en,"It's been nearly two years since Superman's (Henry Cavill) colossal battle with Zod (Michael Shannon) devastated the city of Metropolis. The loss of life and collateral damage left many feeling angry and helpless, including crime-fighting billionaire Bruce Wayne (Ben Affleck). Convinced that Superman is now a threat to humanity, Batman embarks on a personal vendetta to end his reign on Earth, while the conniving Lex Luthor (Jesse Eisenberg) launches his own crusade against the Man of Steel.",1.467244,/oI9y0zOwzF73uom8ti31DanNm9f.jpg,2016-06-28,2016,Batman v Superman: Dawn of Justice Ultimate Edition,8.0
307,28,878,14,27,0,276624,ja,"Hideo Suzuki is a 35-year-old mangaka assistant, whose life seem to be stuck around his exhausting but low-paying job, unfulfilled dreams, strange hallucinations and unsatisfying relationships. He sees himself as a supporting character in his own life, has low self-esteem, resulting in frustration. One day, the world as Hideo knows it is shattered by the presence of a disease that turns people into homicidal maniacs, whose first instinct is to attack and devour the nearest human.",1.458499,/6NfYku1kuRLddmzrNssMJbtJpbj.jpg,2016-04-23,2016,I Am a Hero,6.7
308,878,12,9648,28,0,360799,en,"Arrowhead is a tale of survival set amongst the distant stars. Kye is a prisoner of war caught between two armies that he doesn't believe in. When offered an opportunity for freedom, Kye sets out on one last rescue mission, only to become stranded on a desert moon when his ship - the Arrowhead - crash lands. Kye has to learn to survive when we discovers a new life form that will challenge his very body and soul.",1.445398,/blPtZ68I3Mbwxid0YBLRVMWK8LW.jpg,2016-01-29,2016,Arrowhead,4.3
309,28,35,0,0,0,382163,ja,"Nakatsu was laid off at his company and now works part-time at a convenience store. One day, Nakatsu forms a vigilante group to protect his town with Toshida, who has a mysterious physical ability, Kanari, who is a female high school student with excellent information gathering abilities, and Kusaki, who wields hammers under his sleeves.  As they punish evil doers, the group gains popular support and flourish.",1.439122,/eQwviONS0CexCmsvUZOaY1NH7GX.jpg,2016-05-07,2016,Maniac Hero,0.0
310,28,12,18,0,0,376003,en,"A troubled man runs away to Mexico and is recruited to join a paramilitary group of teens fighting the drug cartels. He proves himself to the group, but questions their motive.",1.438225,/2IBTc4utGPCQ4rWya2yD0GklYRg.jpg,2016-01-05,2016,Mercury Plains,5.1
311,35,16,28,0,0,355066,tr,"Produced by Turkey's biggest animation studio, Anima Istanbul, The Bad Cat is an animated epic for young adults featuring the unforgettably bad cat, Shero and his foul mouthed gang in action. As animals inhabiting streets Shero and his friends are after what anyone else in their notoriously sleazy Istanbul neighborhood wants: debauchery with girls, food and the occasional drinking binge. This ordinary looking day will prove otherwise as their paths cross with humans, things get a little out of hand in hilarious, harsh and unexpected ways.  The Bad Cat is an animated 3D feature film that strikes into our heads the epitome of what a bad cat who's deprived of love and barbeque is capable of. The story involves a sleazy, sexed up cat Shero, discovers he is the father of a bastard son.",1.436409,/mdnSGvu7IWfDye27a19U6xqKQgO.jpg,2016-02-05,2016,Bad Cat,7.6
312,28,0,0,0,0,356334,en,Former SWAT leader David Hendrix and hard-partying movie star Brody Walker must cut their ride-along short when a police training facility is attacked by a team of mercenaries.,1.432165,/zIp9LUG6ye1HGJRL8RDnaapNoLK.jpg,2016-06-14,2016,Gridlocked,5.4
313,53,18,28,0,0,429450,ko,"Jae-Hyeok (Kim Nam-Gil) lives with his mother (Kim Young-Ae), his sister-in-law (Moon Jeong-Hee) and nephew Min-Jae (Bae Gang-Yoo) in a small Korean town. He is dating Yeon-Joo (Kim Joo-Hyun), while working at the local nuclear power plant. Meanwhile, Pyung-Sub (Jung Jin-Young) works at the same nuclear power plant. He is worried about conditions there, but nobody in the government listens to him. An earthquake strikes the small town where Jae-Hyeok lives and causes explosions at the nuclear power plant. The situation quickly spirals out of control, leading the entire nation to panic. To prevent another nuclear disaster, Jae-Hyeok and his co-workers return to the nuclear power plant.",1.409504,/1qezEuwiVS4Q5YSFcCDI4BjSRM0.jpg,2016-12-07,2016,Pandora,6.8
314,28,27,878,0,0,399894,en,"Years after a mysterious plague has devastated the planet and turned most of humanity into blood-hungry creatures, a rogue drifter on a vengeful hunt stumbles across a band of survivors in an abandoned police station and reluctantly agrees to try to help them defend themselves and escape to the sanctuary they so desperately need.",1.408398,/eciq2ZimLyOo6C39h0s1DAOC3WS.jpg,2016-04-16,2016,Daylight's End,5.3
315,28,80,0,0,0,408620,ko,"A shady cop finds himself in over his head when he gets caught between Internal Affairs and the city’s corrupt mayor, in this scintillating crime drama from Korean maestro Kim Sung-soo (The Warrior).",1.406193,/bwSFNqH4bzv5J8Ds5iJmIQjIAZ0.jpg,2016-09-28,2016,Asura: The City of Madness,5.2
316,35,28,0,0,0,417503,no,"When Roy Gundersen released from prison after two years for participating in an illegal street race, he is determined to get his life back on track. He has reached the bottom, bankrupt, and in an attempt to improve his life and be a good role model for his daughter Nina, he begins to work at a gas station.  When Roy's pregnant girlfriend organizes an ""out of jail"" party, some of his old racing enemies shows up and challenges him to be part of a new race. From Fosnavåg and then through Sweden and Finland before it ends up in Murmansk. Roy refuses. He tries to stay on the field and would rather spend their time with Nina than running races. But when Roy finds out that Nina will be involved in over his head with her boyfriend Charlie, he must try to stop her.  It gets wild and difficult; over mountains, slippery roads and icy lakes. Theres also a hunt between the cars and the police, who do everything they can to stop the race.",1.403797,/pLBrpGtAAWnde2NqumbcK3cAxte.jpg,2016-10-12,2016,Burnout 2,9.5
317,12,28,878,0,0,388347,en,"When a group of elite online gamers each receive a mysterious invitation to trial a state-of-the-art virtual reality video game, it’s a dream come true and impossible to resist. Arriving at the test site, the group step into hi-tech gear and prepare for a revolutionary, next-level gaming experience that brings modern warfare to life with frightening realism. At first it’s a unique and exhilarating experience. But what starts out like a dream encounter with cutting edge technology quickly takes a turn for the sinister. Once the group are attacked by enemy combatants, they soon realize this is no game after all. Make a mistake here and you pay with your life. Now these masters of the shoot ‘em up will have to fight for survival within a game gone bad, but this time it’s for real.",1.398064,/jywKmYfHEWbnVQVTzhrDdq35Nm1.jpg,2016-07-15,2016,The Call Up,4.9
318,53,28,80,0,0,395925,en,"Bill Williamson is back, alive and well and doing a recon mission around D.C. This time he wants to cause a major population disruption within the USA which result in devastating consequences reverberating throughout the world. His new mission this time to bring down The President of the United States and his Secret Service detail. Bill brings with him all the freak-in havoc and acidity of the previous 2 movies.",1.395563,/vSw97KTyxUQWCyGvnrc7t73L15l.jpg,2016-09-06,2016,Rampage: President Down,4.7
319,28,18,0,0,0,381645,en,"Deaf and mute since having his hearing knocked out at the age of 12, Asher has been training for almost two decades to avenge himself on Ivan, the man that killed his older brother, 21 years ago. And now that his nemesis is out of prison, he gets his chance. But Asher's target also happens to be his father.",1.389925,/zgfKSuPMJHc0GAOXbeRlf2PvsdV.jpg,2016-03-12,2016,My Father Die,6.8
320,28,12,0,0,0,415214,zh,Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.,1.385055,/4xV9fBkKBwxtnbBihTuHwUJd7o3.jpg,2016-09-30,2016,Operation Mekong,7.0
321,53,28,0,0,0,289269,en,"Jane is a beautiful but troubled American girl backpacking through Japan, when her raw street fighting skills draw the attention of Oshima, Japanese karate champion, who recruits and trains her to fight in the vicious, all-female, underground martial arts tournament known as ""The Kumite"". After months of rigorous preparation, Jane is ready to face off against the deadliest female fighters in the world, including Ling, the Chinese apprentice of Oshima's nemesis. But other nefarious forces lie in the shadows, and Jane and Ling will have to unite on a journey that will take them from the gritty underworld of Hong Kong to the glitz of Macao, before deciding who really is the best female fighter on the planet.",1.384872,/kGOTwxvfK1QRR45c3K5Hzs7UmKG.jpg,2016-11-11,2016,Lady Bloodfight,5.8
322,28,27,0,0,0,410988,en,"When his home of New Eden is destroyed by a revitalized Brotherhood and its new Vamp leader, Martin finds himself alone in the badlands of America with only the distant memory of his mentor and legendary vampire hunter, Mister, to guide him.",1.383981,/fded6orgVzm4EFwZYcNfZJU3Ven.jpg,2016-10-14,2016,Stake Land II: The Stakelander,5.3
323,28,35,878,0,0,280617,en,"Space Cop is a sci-fi schlock comedy about a cop from the future (of space) who travels to the present, where he's teamed up with a cryogenically frozen cop from the past who has been thawed out in the present. Out of time and out of place, these two unwitting heroes must work together to save the world from a group of renegade aliens and the re-animated brain of a mad scientist bent on global extinction.",1.381664,/1HA9VAZdCoqp94hFKTq0VHWNQLb.jpg,2016-01-13,2016,Space Cop,3.9
324,28,27,878,0,0,330070,ja,"With the space program attempting to travel to Mars, 21st century scientists were tasked with warming up the planet so that humans could survive on its surface. They came up with an efficient and cost effective plan of sending cockroaches and mold to the surface so that the mold would absorb the sunlight and the insect corpses would serve as a food source for the mold.  It is now the year 2577 and the first manned ship to Mars has landed on the planet and the six crew members are ready for their mission. But what they find are giant mutated humanoid cockroaches with incredible physical strength. The crew members are easily wiped out, but not before sending a transmission back to Earth. Now, humanity will send elite warriors to exterminate the mutated bugs and claim back Mars.",1.380416,/e8MXqpyOVQFqEyyyS35pTXV4tk9.jpg,2016-04-29,2016,Terra Formars,5.0
325,28,0,0,0,0,423627,en,"Harmon is a CIA/DEA enforcer investigating Arab terrorists captured in Mexico. With his team--seductive FBI agent Zara and spy-drone pilot Sharp--he flies to Istanbul and uncovers a brutal plot: Islamic extremists plan to use Sonora drug-smuggling routes to bring deadly weapons, and leaders, into the U.S. To prevent an attack on America, Harmon must turn these two savage forces against one another before his time--and his luck--run out.",1.376461,/uC10Ozs0vqwwl6UldJDVQSVe7ZC.jpg,2016-12-09,2016,Contract to Kill,5.0
326,12,28,0,0,0,413198,cn,"During the warlords era in China, a village located in rural area called Pucheng fell into dangerous situation when its government allocated all its military force to the front line, the cruel commandant Cao from the enemy troops arrived the village and killed the innocent, the guardians of Pucheng were desperate to fight against Cao for justice and to protect their homeland.",1.369537,/lmtk0YoEzdI76Ur3WbLjSQHztNM.jpg,2016-08-12,2016,Call of Heroes,5.7
327,28,53,0,0,0,402331,en,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",1.36579,/osRjRf0zxuiytMT2Ftpv7elnZwl.jpg,2016-07-14,2016,Hard Target 2,5.6
328,53,28,80,0,0,426558,hi,"ACP Yashvardhan teams up RAW Agent KK to bring down the master mind terrorist, Shiv.",1.363346,/nRVqt6UsH7JwLazGpn2tG2kddDs.jpg,2016-11-18,2016,Force 2,5.6
329,28,80,53,0,0,375946,fr,"Seven men, four cars and 1,300 kilos of cannabis leave Malaga, southern Spain, headed for Creil on the outskirts of Paris. But for Alex, Yacine, Majid and the others, what should be a regular run turns into a fatal convoy. When a woman is added to the convoy, Nadia a young tourist traveling home from Morrocco, she’s dragged into their adventure. For one night, she and the audience are immersed in the violent reality of drug trafficking.",1.352754,/u8I9fA6bO8qNe9ZsE3EZkgC7x7Q.jpg,2016-01-20,2016,Fast Convoy,5.0
330,28,0,0,0,0,432937,zh,"Due to a conspiracy, the wealthy So Chan loses everything but is saved by the Beggars' Sect. He learns the long lost martial art - Drunken Fist, to defeat the person who framed him.",1.350691,/ipTvNgdkAfSNHXemGP3rM2jAj7p.jpg,2016-12-25,2016,Master of the Drunken Fist: Beggar So,2.0
331,28,16,0,0,0,374195,ja,"Leon, who has succeeded the name of Golden Knight ""GARO,"" devotes himself to train a young Makai Knight for the next generation, together with Prince Alfonso of the Valiante Kingdom. Then, they receive an order to exterminate the most beautiful Horror in the world which resides in a neighboring country ""Vazelia."" At the same time, a young Makai Knight for the next generation is kidnapped by an unknown person. Leon desperately follows them, only to find that he is surrounded by his enemies at a dead end. Then, a Makai Knight Dario who was supposed to be missing for some time suddenly appears and rescues him. Under his guidance, Leon is led to the town where he meets up a totally unexpected person.",1.350018,/1s2ZUsI9WeuY6PR0oxiaHCRkkdS.jpg,2016-04-01,2016,Garo Movie: Divine Flame,6.0
332,28,0,0,0,0,399300,zh,"Wu-Lin is the successor of an ancient, once powerful Chinese clan, the ""Iron Feet."" After the death of his master, Wu-Lin leaves his rural village for the City of Stone-Cold looking for his fellow apprentice Jiang Li. Along the way, he becomes the bodyguard of Fei-Fei, the daughter of Jia-Shan Li, the richest family in the city, and quickly gets drawn into a mob war in order to protect her.",1.349225,/419rlYWjbaiRS1MD9C7SS7MF9t6.jpg,2016-04-01,2016,The Bodyguard,5.5
333,12,28,16,10751,35,381693,en,"As Po looks for his lost action figures, the story of how the panda inadvertently helped create the Furious Five is told.",1.343131,/8UvKl3SZhE6McLK4Yv5w7fRIg9Y.jpg,2016-01-05,2016,Kung Fu Panda: Secrets of the Scroll,7.0
334,28,80,53,0,0,411632,en,A mall security guard -- and former federal agent -- crosses paths with a drug kingpin's enforcer after he saves a woman from danger.,1.341627,/lw7VcIFW67QcZ63FvCHA4AtxpRv.jpg,2016-09-23,2016,End of a Gun,4.1
335,28,35,0,0,0,419544,cn,Interpol partners with a wealthy entrepreneur to protect a new invention dubbed The Seed of God.,1.340254,/kDMslj1Fz6bOQMQVRfB6bLee8MB.jpg,2016-09-29,2016,Mission Milano,6.0
336,28,18,53,0,0,270007,en,"Sons and daughters of international billionaires are sent to an boot camp where they are taught basic survival skills in hopes it will teach them responsibility. When they are taken hostage and taken for ransom by kidnappers, they will need to utilize every skill they learned to survive.",1.338199,/almwZRroiFFN686h0Od9RABo2es.jpg,2016-05-05,2016,Take Down,5.7
337,28,27,0,0,0,400605,en,Investigative reporter Chase Carter must stop a secret government conspiracy in the zombie infested quarantine zone of East Mission City.,1.328474,/7pQL75g5mmQxeOg3atTEw6OhvTo.jpg,2016-06-20,2016,Dead Rising: Endgame,4.9
338,53,28,14,0,0,402193,ru,"When eighteen-year-old Pasha rescues a beautiful young woman from a band of strangely powerful attackers, he discovers an underworld of supernatural beings living among us.",1.3174,/r3pKr5N5FT6FLY6rFemBs8QnOG8.jpg,2016-08-01,2016,Night Guards,5.0
339,53,16,878,28,0,291015,ja,"The story takes place within Neo Tokyo in the year 2025, five years after a severe terrorist attack at the 2020 Tokyo Olympics. Students possessing special abilities are forced into serving an elite anti-terrorist unit created by the United Nations, fighting against threats including other ability users. If these agents fail their mission, they will be killed along with their families, who have bombs planted within their heads. One member of this covert ops unit, a Swedish girl by the name of Anthea Kallenberg, seeks to find who she really is.",1.306151,/51XOLy9VOV9mrsWMF2esZaqODtb.jpg,2016-08-01,2016,Under the Dog,0.0
340,28,18,10752,0,0,407375,en,"Elite snipers Brandon Beckett and Richard Miller are tasked with protecting a gas pipeline from terrorists looking to make a statement. When battles with the enemy lead to snipers being killed by a ghost shooter who knows their exact location, tensions boil as a security breach is suspected. Is there someone working with the enemy on the inside? Is the mission a front for other activity? Is the Colonel pulling the strings?",1.305451,/sO61kOJEObDs8uOTkQLj5j8eaxu.jpg,2016-08-02,2016,Sniper: Ghost Shooter,5.4
341,28,16,12,35,0,407368,ja,"Television special that served as a prequel to the theatrical film, ""One Piece Film: Gold"".",1.301994,/3Vl7lmefWoisoO2wgOLInthLypL.jpg,2016-07-16,2016,One Piece: Heart of Gold,7.9
342,28,18,0,0,0,315669,zh,"A retired bodyguard who has settled into a corner of the world where China, Russia and North Korea meet as he suffers from early dementia finds a new friend in a young girl. When her life is threatened by her father's connection with a local crime lord, .the bodyguard must call upon his long forgotten skills to save her.",1.300264,/vchknQnBnexH2rEK3HjKPOEMI8v.jpg,2016-04-01,2016,My Beloved Bodyguard,6.1
343,10749,28,18,0,0,376455,ta,"A young politician finds himself in a position where he has to contest against his girlfriend, who is ambitious. Circumstances force his look-alike twin to also get involved in this political battle.",1.295623,/lKppS0YERRx399E0ufiTvQQh4Tv.jpg,2016-10-28,2016,Kodi,6.8
344,10752,28,18,0,0,396616,no,"On 9 April 1940, German soldiers arrive in the city of Oslo. The King of Norway faces a choice that will change his country forever.  The King's Choice is a story about the three most dramatic days in Norway's history, the royal family's escape and King Haakon's difficult choice after Nazi Germany's invasion of Norway.",1.291201,/zS8u4w5pSOyhqAlaSN5QF20boKL.jpg,2016-09-29,2016,The King's Choice,6.0
345,28,12,16,80,0,404532,ja,"Lupin investigates the kidnapping of a former love in Italy, and is drawn into a game with an unknown enemy.",1.282507,/Ejg6KPD4EZk1CAm2dotlVawIhY.jpg,2016-01-08,2016,Lupin III: Italian Game,7.0
346,28,18,36,37,0,425774,en,"Ben Hall is drawn back into bushranging by the reappearance of his old friend John Gilbert. Reforming the gang, they soon become the most wanted men in Australian history.",1.279867,/e77LAl3cJKCMVPvnaymZhAWXGnn.jpg,2016-12-01,2016,The Legend of Ben Hall,0.0
347,28,53,0,0,0,376873,hi,"Rocky Handsome is a loose adaptation of the 2010 Korean film The Man from Nowhere. The film story revolves around John Abraham as Kabir Ahlawat/Rocky Handsome who sets out to take revenge against drug mafia after they kidnapped an eight-year old girl, with whom he shares a special bond. Shruti Haasan played the wife of Kabir Ahlawat as Rukshida.",1.278388,/rPRcDnaWxrLsJj3nT4pItB9tNMH.jpg,2016-03-25,2016,Rocky Handsome,6.7
348,28,16,35,0,0,411736,en,"Adam West and Burt Ward returns to their iconic roles of Batman and Robin. Featuring the voices of Adam West, Burt Ward, and Julie Newmar, the film sees the superheroes going up against classic villains like The Joker, The Riddler, The Penguin and Catwoman, both in Gotham City… and in space.",1.27423,/GW3IyMW5Xgl0cgCN8wu96IlNpD.jpg,2016-10-08,2016,Batman: Return of the Caped Crusaders,7.3
349,28,80,0,0,0,408112,en,"From the creators that brought you the movie ‘2Eleven’, Mula Films presents to you another classic Detroit blockbuster.  In the soon to be released film, “Buffed Up”, the plot consist of a group of three college students on a mission to attain one thing… a pair of Cartier frames. With little knowledge on how to get their hands on the glasses, the group of college students are eventually forced to steal, hustle up the money, and even snatch the costly eyewear which leads them into a world of trouble. The directors of this “hood comedy” have collectively recruited a handful of stars and Detroit legends alike, such as IceWear Vezzo, KC Clark, DJ BJ, Kash Doll and more to headline this film.",1.273179,/qX0SqXVy1bJRFzhMNjHOfvwazcL.jpg,2016-07-11,2016,Buffed Up,0.0
350,28,18,0,0,0,385383,en,"When Tory Coro turns up dead, the neighborhood turns up silent. Rumor has it she became yet another victim of the small town known as FIGHT VALLEY. Tory's sister Windsor moves to town to begin her own investigation on her sister's mysterious death after weeks of no leads from the police. She's quick to learn that Tory fought for money to make ends meet. If girl-next-door Windsor is going to make her way into FIGHT VALLEY to find the truth about Tory, she's going to have to fight her way in. ""Jabs"" (Miesha Tate) swore she would never throw a punch in the Valley again. Jabs now finds herself training Windsor to survive the painful, unexpected path she's about to take. Every corner. Every alley. Every doorway. She must follow the last footsteps of her sister in order to come face-to-face with Tory's killer in FIGHT VALLEY.",1.269572,/jIPWkzF9srlU8eZTldLM6JYZwkO.jpg,2016-07-22,2016,Fight Valley,5.0
351,28,16,878,0,0,431802,ja,Compilation film of the first half of the TV series.,1.266796,/3Gn4dTobPgSY3X5oHZFbmhiWVBU.jpg,2016-12-31,2016,Kabaneri of the Iron Fortress Recap 1: Gathering Light,0.0
352,53,28,35,0,0,348748,de,,1.266787,/5GKGz5gc8PZXPCpjuHUoKg4Xup5.jpg,2016-02-04,2016,Nick Off Duty,3.4
353,28,18,53,0,0,377985,hi,The story of a fan whose world completely revolves around the movie star he adores.,1.264581,/VRmbKuSDnVwdbtwEOS6uaXLRcF.jpg,2016-04-15,2016,Fan,6.1
354,28,35,878,0,0,401061,en,"A rookie cop is tasked with shadowing Officer Downe, a no-nonsense LAPD cop with regenerative powers, as he wages an ultra-violent war against the nefarious villains of Los Angeles.",1.262747,/m2caCEdkXWIuNQsnrcfLD6BrioJ.jpg,2016-11-18,2016,Officer Downe,4.9
355,28,80,53,0,0,389425,en,"Colonel Robert Sikes is on a mission to rid his city of crime. As a stealthy, one-man assault team, he will take on street gangs, mobsters, and politicians with extreme prejudice until his mission is complete. His former protégé, William Porter, teams up with the local police department to bring his former commander to justice and prevent him from further vigilantism.",1.255648,/oBAEIEMjldg7LQzV0c35nv74HNY.jpg,2016-05-06,2016,Code of Honor,3.8
356,28,12,0,0,0,416777,en,"In ancient times, there were seven sacred scrolls believed to grant power and prosperity to those who possessed them. Prophecy told that a child born in pure Royal blood would one day harness power and rule over the nations. As men fought to claim the scrolls, Europe was pushed to the brink of war. In order to maintain peace, a Celtic King, the Father of a pure blood child, obtained the scrolls and gave them to the Christian Council for safe keeping. As word of the King’s actions spread, a warlord hell – bent on finding the scrolls murdered him in cold blood. And so, the King’s Daughter, like the scrolls, was taken into hiding until the day that the prophecy could be fulfilled ...",1.253082,/h26TDkNQGoQYgSsofwGTsPLbUUC.jpg,2016-09-19,2016,Viking Legacy,4.0
357,18,28,0,0,0,380111,ru,"A story about bravery, self-sacrifice and human dignity put on trial by the merciless power of nature. A young pilot is fired from military air force after disobeying an absurd order. He gets a job as a co-pilot with a civil airline. Being brutally honest and direct, he is not on best terms with his new colleagues. During a flight to Asia his crew receives a distress message from a volcanic island and makes a decision to attempt a rescue mission. Will it be a success? Will they survive the disaster? They have a single chance to find that out: by being a team and sticking up for one another.",1.252552,/dPXWZziU4oHMt4NZ2ZFRTakcEKb.jpg,2016-04-21,2016,Flight Crew,6.9
358,28,16,18,878,0,404114,ja,"During the One Year War of U.C. 0079, the Earth Federation and Principality of Zeon engage in a fierce battle at the ""Thunderbolt Sector"", a shoal zone in the former Colony Side 4 ""Moore"". After successfully infiltrating Zeon's sniper field, ace Federation pilot and jazz enthusiast Io Fleming is given control of the latest Gundam prototype.",1.252135,/3gEGueliYg8VmeUYHmC19PUFWs6.jpg,2016-06-25,2016,Mobile Suit Gundam Thunderbolt: December Sky,9.0
